1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,HouseAge,RemodAge,GarageAge,SalePrice
1247,0.0,1.0,1,1039,6,208,0.0,550,3,1247,3,3316,37.0,0.0,84,5,8,1247,0.0,5,5,5.0,197000
1542,1330.0,4.0,1,896,5,434,0.0,619,3,2872,2,12227,69.0,424.0,282,7,6,1330,550.0,33,15,33.0,272000
1652,0.0,2.0,4,1480,6,120,0.0,482,1,1652,3,5587,64.0,186.0,53,5,8,1600,162.0,2,2,2.0,392500
1844,0.0,3.0,1,705,4,1139,0.0,546,2,1844,2,11751,105.0,480.0,122,6,6,1844,0.0,33,33,33.0,190000
1113,858.0,3.0,2,341,6,772,0.0,689,2,1971,3,9675,75.0,0.0,48,5,7,1113,0.0,5,5,5.0,253000
1007,793.0,3.0,1,0,1,982,0.0,463,3,1800,2,8123,60.0,16.0,63,5,6,982,100.0,10,10,10.0,179000
1062,887.0,3.0,1,750,6,300,0.0,574,3,1949,3,9938,80.0,246.0,90,5,7,1050,0.0,17,16,17.0,236000
630,0.0,1.0,3,150,2,0,0.0,0,0,630,2,1491,21.0,0.0,24,6,4,630,0.0,38,38,0.0,75500
1494,0.0,3.0,2,922,6,572,0.0,530,2,1494,3,12803,88.0,99.0,36,5,7,1494,0.0,8,8,8.0,221000
600,0.0,3.0,1,0,1,600,0.0,0,0,968,2,5925,50.0,0.0,0,6,3,600,0.0,100,60,0.0,37900
1274,0.0,3.0,1,925,6,349,0.0,508,1,1274,3,8814,68.0,80.0,98,5,7,1274,0.0,5,3,5.0,203000
1520,0.0,3.0,3,674,4,350,0.0,364,2,1520,2,9600,80.0,164.0,0,6,6,1156,0.0,55,38,55.0,153000
1285,0.0,3.0,1,0,1,660,0.0,528,2,1285,2,8197,71.0,148.0,0,5,6,660,0.0,33,33,33.0,143500
807,702.0,3.0,1,0,1,783,0.0,393,3,1509,3,7875,63.0,0.0,75,5,7,783,0.0,7,7,7.0,180000
1142,793.0,3.0,1,0,1,793,0.0,550,2,1935,2,12384,69.0,233.0,113,7,7,793,0.0,34,34,34.0,197900
816,0.0,3.0,3,816,6,0,0.0,0,0,816,2,11841,81.0,104.0,32,5,6,816,0.0,20,20,0.0,118500
1200,0.0,2.0,1,833,1,343,0.0,555,2,1200,3,10083,67.0,0.0,41,5,7,1176,0.0,7,7,7.0,184900
997,0.0,4.0,1,0,1,941,0.0,548,1,1470,2,8172,60.0,0.0,0,6,4,941,0.0,56,38,52.0,135000
1656,0.0,3.0,4,639,4,441,0.0,528,3,1656,2,31770,141.0,112.0,62,5,6,1080,0.0,50,50,50.0,215000
792,0.0,2.0,1,0,1,768,0.0,240,1,792,3,9022,52.0,0.0,0,8,5,768,0.0,86,4,86.0,109500
1694,0.0,3.0,1,0,1,1694,0.0,818,3,1694,3,12030,93.0,254.0,228,5,8,1694,0.0,3,3,3.0,318000
1800,0.0,3.0,4,1274,6,526,0.0,765,3,1800,3,14331,85.0,630.0,78,5,8,1800,0.0,8,8,8.0,312500
1422,915.0,5.0,1,0,1,662,0.0,560,1,2337,2,13600,85.0,0.0,57,5,5,662,0.0,110,60,65.0,90000
1168,678.0,3.0,2,196,3,844,0.0,315,1,1846,2,10496,78.0,320.0,0,6,6,1040,0.0,61,60,61.0,143000
1026,0.0,3.0,4,505,6,0,0.0,576,1,1026,2,10970,69.0,0.0,0,6,6,940,0.0,32,32,29.0,147000
904,0.0,3.0,1,0,1,876,0.0,408,1,904,2,7162,69.0,41.0,0,7,5,876,0.0,44,44,44.0,109900
1126,0.0,3.0,1,936,5,190,0.0,484,2,1126,2,17400,80.0,0.0,41,5,5,1126,0.0,33,33,33.0,160000
1136,1332.0,4.0,3,970,6,166,0.0,872,1,2468,3,12099,99.0,388.0,154,5,8,1136,0.0,6,6,6.0,354000
988,0.0,1.0,4,938,5,0,0.0,540,1,988,2,21453,69.0,0.0,130,5,6,938,0.0,41,41,41.0,180000
1052,0.0,3.0,3,1016,1,36,0.0,288,2,1052,2,8400,70.0,168.0,0,5,5,1052,356.0,42,42,42.0,138500
572,524.0,2.0,1,0,1,572,0.0,0,0,1096,2,9600,60.0,0.0,8,5,6,572,0.0,86,60,0.0,79000
1141,0.0,3.0,1,0,1,1141,0.0,484,1,1141,2,13072,63.0,0.0,0,5,6,1141,0.0,5,5,5.0,142500
1012,778.0,4.0,1,247,3,485,0.0,484,2,1790,2,10400,80.0,288.0,0,5,6,732,0.0,38,38,38.0,165150
1004,848.0,3.0,2,668,6,336,0.0,660,3,1852,3,9066,73.0,320.0,106,5,8,1004,0.0,11,10,11.0,230000
520,0.0,2.0,3,490,6,30,0.0,0,0,754,2,6780,60.0,0.0,0,8,6,520,0.0,75,28,0.0,84500
624,720.0,4.0,1,0,1,624,0.0,513,1,1344,2,4571,34.0,0.0,0,5,5,624,0.0,94,60,94.0,98000
2207,0.0,3.0,4,912,6,1035,0.0,576,2,2207,2,19900,69.0,287.0,0,5,7,1947,0.0,40,21,40.0,180000
1307,1051.0,5.0,1,0,1,907,0.0,360,1,2358,2,45600,75.0,0.0,40,8,6,907,0.0,102,13,102.0,240000
1175,1540.0,4.0,1,575,6,487,0.0,831,3,2715,3,8963,69.0,289.0,204,9,8,1142,0.0,34,14,16.0,299800
1364,0.0,2.0,3,659,6,705,0.0,484,2,1364,3,7052,43.0,240.0,36,5,7,1364,0.0,5,5,5.0,185850
1253,0.0,3.0,1,0,1,1237,0.0,402,3,1253,2,7875,63.0,38.0,21,5,7,1237,0.0,15,14,15.0,176000
1328,0.0,3.0,1,569,5,678,0.0,528,1,1328,2,9790,69.0,451.0,26,5,6,1328,0.0,47,47,47.0,143000
1422,0.0,3.0,1,0,1,978,0.0,286,2,1422,2,12342,69.0,0.0,0,5,5,978,0.0,50,32,50.0,139900
1186,800.0,3.0,1,454,4,314,0.0,486,1,1986,2,13600,85.0,176.0,42,6,7,768,0.0,45,20,45.0,205000
952,0.0,2.0,1,0,1,952,0.0,192,1,952,1,8854,69.0,0.0,98,6,6,952,0.0,94,60,94.0,121000
1660,0.0,3.0,2,1220,6,440,0.0,500,2,1660,3,10182,85.0,420.0,50,5,8,1660,0.0,4,4,4.0,290000
2234,0.0,1.0,1,1904,6,312,0.0,1166,3,2234,4,17423,63.0,748.0,60,5,9,2216,0.0,2,1,1.0,501837
790,0.0,2.0,2,384,1,384,0.0,160,1,790,2,6292,52.0,0.0,141,5,6,768,0.0,80,60,85.0,91000
1340,0.0,3.0,3,24,6,1316,0.0,396,3,1340,3,8899,73.0,0.0,30,5,7,1340,0.0,3,3,3.0,181134
1610,0.0,3.0,2,1200,5,410,0.0,480,2,1610,3,10603,69.0,28.0,68,7,6,1610,0.0,33,9,33.0,205000
1361,1259.0,4.0,1,498,6,652,145.0,600,2,2620,2,18890,69.0,1.0,24,5,5,1361,0.0,33,33,33.0,190000
1248,0.0,2.0,3,16,6,1232,0.0,438,3,1248,3,3010,43.0,16.0,0,5,7,1248,0.0,5,4,5.0,167240
912,0.0,3.0,2,832,6,80,0.0,288,1,912,3,6768,65.0,0.0,0,8,6,912,0.0,49,14,48.0,142000
943,0.0,3.0,4,828,6,115,0.0,472,3,1638,2,9042,59.0,0.0,38,5,6,943,0.0,12,12,12.0,192000
1622,0.0,3.0,3,1159,4,90,0.0,1356,3,1622,2,32463,69.0,149.0,0,4,4,1249,0.0,49,35,35.0,168000
1436,884.0,3.0,1,774,5,104,0.0,180,1,2320,3,7259,61.0,0.0,0,8,6,1028,0.0,65,8,65.0,259500
1144,0.0,3.0,1,572,3,572,0.0,456,1,1144,2,7875,75.0,136.0,0,6,5,1144,0.0,49,49,49.0,139950
848,672.0,3.0,1,182,3,611,0.0,281,1,1520,2,4500,55.0,0.0,0,5,5,793,0.0,78,10,42.0,159434
1516,0.0,3.0,1,196,3,975,0.0,472,2,1516,2,10004,100.0,180.0,0,6,6,1516,0.0,46,46,46.0,167000
1498,0.0,2.0,2,0,1,1498,0.0,675,1,1498,3,8990,73.0,0.0,33,5,7,1498,351.0,4,4,4.0,204900
804,1157.0,3.0,1,690,5,114,0.0,560,3,1961,3,12209,71.0,0.0,192,5,6,804,0.0,9,8,9.0,215000
728,728.0,3.0,1,0,1,728,0.0,440,3,1456,3,11103,85.0,0.0,0,5,7,728,0.0,4,4,4.0,155835
1207,1196.0,3.0,2,0,1,1032,0.0,349,1,2403,2,24090,69.0,0.0,0,7,7,1032,0.0,70,60,70.0,244400
1944,0.0,3.0,4,1274,1,622,0.0,708,3,1944,4,12378,90.0,0.0,175,5,9,1896,0.0,7,6,7.0,360000
1368,0.0,2.0,1,0,1,1368,0.0,474,2,1368,3,6955,48.0,94.0,35,5,7,1368,0.0,5,4,5.0,202500
882,908.0,3.0,1,633,6,240,0.0,588,2,1790,3,9179,68.0,158.0,88,5,7,873,0.0,11,11,11.0,193000
1476,1237.0,3.0,3,1330,6,122,0.0,858,3,2713,4,14948,67.0,268.0,66,5,9,1452,0.0,2,2,2.0,446261
720,551.0,3.0,1,0,1,720,0.0,312,1,1271,2,21286,115.0,0.0,0,5,5,720,0.0,62,60,62.0,135000
1872,0.0,3.0,3,929,6,916,0.0,604,1,1872,2,10400,80.0,102.0,39,5,7,1845,197.0,22,22,22.0,241500
1190,900.0,3.0,2,828,6,180,0.0,577,3,2090,3,5062,69.0,0.0,0,5,7,1190,0.0,26,26,26.0,207500
882,914.0,3.0,2,706,6,88,0.0,546,2,1796,2,9531,69.0,0.0,36,5,6,794,0.0,12,12,12.0,211000
1302,0.0,3.0,3,0,1,1302,0.0,436,3,1302,3,8993,73.0,0.0,22,5,7,1302,0.0,3,3,3.0,176485
2524,0.0,4.0,1,1104,5,1420,0.0,542,3,2524,3,9600,80.0,0.0,120,5,8,2524,0.0,29,29,29.0,278000
840,534.0,2.0,1,315,5,420,0.0,338,3,1374,2,5400,90.0,0.0,0,6,4,840,0.0,90,60,43.0,105000
764,862.0,2.0,1,567,6,197,0.0,474,2,1626,3,2268,36.0,106.0,27,5,7,764,0.0,7,6,7.0,173000
735,299.0,2.0,1,0,1,735,0.0,240,1,1034,2,10134,60.0,0.0,39,6,5,735,0.0,70,60,70.0,109000
1518,0.0,1.0,4,1218,6,300,0.0,588,2,1518,4,12677,62.0,472.0,140,5,8,1518,185.0,7,6,7.0,274000
1226,592.0,4.0,1,224,2,816,0.0,240,1,1818,2,7758,69.0,600.0,0,4,7,1040,0.0,79,60,59.0,169500
1661,0.0,3.0,1,0,1,1649,0.0,598,2,1661,3,12137,48.0,442.0,34,5,7,1649,0.0,12,12,12.0,224900
1096,895.0,3.0,2,297,3,0,0.0,432,1,1991,2,11275,69.0,480.0,0,7,6,854,0.0,78,60,33.0,220000
832,650.0,3.0,1,624,5,26,0.0,324,1,1482,2,9000,50.0,0.0,0,9,7,650,0.0,90,22,80.0,143000
1742,0.0,2.0,4,1148,6,594,0.0,564,2,1742,3,6563,69.0,0.0,28,5,8,1742,0.0,25,25,25.0,275000
686,564.0,3.0,1,0,1,686,0.0,280,1,1250,1,8248,45.0,0.0,0,7,5,686,0.0,92,60,55.0,116000
816,0.0,3.0,1,0,1,816,0.0,528,1,1176,2,6240,52.0,0.0,0,6,6,816,0.0,76,60,25.0,114500
927,988.0,3.0,2,789,6,119,0.0,506,3,1915,3,10041,80.0,0.0,150,5,8,908,0.0,18,18,18.0,220000
1192,403.0,2.0,1,388,2,552,0.0,240,1,1595,2,8400,60.0,0.0,0,5,6,940,0.0,70,10,70.0,140000
1661,0.0,3.0,3,831,4,161,0.0,377,2,1661,3,9600,80.0,0.0,28,6,6,992,0.0,55,14,55.0,165500
832,1103.0,3.0,1,544,6,288,0.0,552,3,1935,2,8004,75.0,110.0,150,5,8,832,0.0,1,1,1.0,263435
1795,0.0,3.0,1,0,1,1777,0.0,534,2,1795,3,9742,75.0,281.0,159,5,8,1777,0.0,8,8,8.0,230000
847,1081.0,4.0,1,0,1,847,0.0,434,3,1928,3,8200,65.0,0.0,48,5,7,847,0.0,7,6,7.0,219500
1159,0.0,3.0,1,673,4,378,0.0,336,1,1159,2,11553,69.0,188.0,0,5,5,1051,466.0,42,42,42.0,158000
855,601.0,3.0,1,311,1,544,0.0,440,1,1456,2,2280,24.0,0.0,0,5,6,855,0.0,32,32,32.0,146000
1137,817.0,3.0,1,341,4,457,0.0,431,1,1954,3,15660,69.0,312.0,119,9,7,798,0.0,71,4,71.0,311500
2028,0.0,2.0,4,1460,6,408,0.0,880,2,2028,3,11443,88.0,208.0,66,5,8,1868,0.0,5,4,5.0,369900
2898,0.0,2.0,3,1165,5,0,0.0,665,3,2898,3,15498,69.0,0.0,72,6,8,1565,0.0,34,34,34.0,287000
814,860.0,3.0,1,533,6,281,0.0,663,2,1674,3,7500,69.0,0.0,96,5,7,814,0.0,10,10,10.0,216000
974,0.0,3.0,2,212,4,762,0.0,0,0,974,2,10712,63.0,0.0,28,5,5,974,0.0,19,18,0.0,93500
1091,898.0,3.0,2,932,6,133,0.0,586,3,1989,3,11367,90.0,210.0,60,5,8,1065,0.0,8,8,8.0,255000
1080,1017.0,3.0,1,50,4,499,0.0,678,1,2097,3,11228,59.0,0.0,187,5,7,1080,0.0,17,17,17.0,228000
1442,0.0,3.0,1,0,1,1424,0.0,500,1,1442,2,11851,99.0,0.0,34,5,7,1424,0.0,20,20,20.0,180500
1130,0.0,2.0,1,821,1,299,0.0,720,1,1130,2,10800,60.0,0.0,0,6,5,1120,0.0,90,60,40.0,120000
1133,687.0,4.0,1,329,3,697,0.0,240,1,1820,2,9120,60.0,0.0,100,6,7,1026,0.0,85,60,85.0,184000
1378,741.0,3.0,1,0,1,689,0.0,583,1,2119,2,10448,69.0,333.0,104,6,6,689,0.0,38,38,38.0,158000
1264,1312.0,4.0,1,0,1,1234,0.0,666,3,2576,4,12438,82.0,466.0,100,5,8,1234,0.0,4,4,4.0,361919
780,240.0,2.0,1,0,1,780,0.0,0,0,1020,2,6342,54.0,0.0,0,8,5,780,0.0,135,14,0.0,94000
1095,679.0,4.0,1,0,1,1095,0.0,779,1,1774,2,9600,60.0,0.0,0,2,4,1095,0.0,110,60,90.0,87000
904,0.0,1.0,4,350,4,333,0.0,0,0,904,1,10020,69.0,0.0,0,1,1,683,0.0,88,60,0.0,61000
673,709.0,3.0,1,641,6,32,0.0,490,1,1382,3,2651,69.0,0.0,50,5,7,673,0.0,10,10,10.0,165000
1518,1518.0,4.0,2,0,1,1107,0.0,840,1,3608,4,22950,90.0,0.0,260,9,10,1107,0.0,118,17,17.0,475000
1178,1032.0,5.0,2,0,1,1008,0.0,205,1,2210,1,9900,90.0,0.0,48,4,6,1008,0.0,130,60,80.0,117500
806,766.0,3.0,1,0,1,806,0.0,373,3,1572,2,10364,69.0,0.0,40,5,6,806,0.0,15,14,15.0,168000
1824,0.0,2.0,4,1219,6,424,0.0,739,1,1824,3,115149,69.0,351.0,48,5,7,1643,0.0,39,8,39.0,302000
1056,0.0,3.0,1,775,4,281,0.0,304,1,1056,2,8450,65.0,0.0,85,6,5,1056,0.0,42,42,42.0,142000
949,272.0,4.0,1,392,4,392,0.0,392,1,1221,2,9738,60.0,0.0,0,7,5,784,0.0,86,60,45.0,104900
1362,0.0,3.0,1,288,5,700,0.0,504,1,1362,2,10197,80.0,491.0,20,5,6,1362,0.0,49,49,49.0,163000
848,0.0,1.0,4,697,6,151,0.0,420,2,848,3,4426,69.0,147.0,0,5,6,848,0.0,6,6,6.0,141000
1434,0.0,3.0,1,20,6,1434,0.0,527,2,1434,3,8529,65.0,0.0,39,5,7,1454,0.0,9,9,9.0,189000
1208,0.0,2.0,1,664,6,544,0.0,628,2,1208,3,6762,64.0,108.0,54,5,7,1208,105.0,3,3,3.0,195400
1096,370.0,3.0,1,626,5,170,0.0,566,1,1466,3,10800,60.0,0.0,21,8,5,796,0.0,74,21,60.0,170000
1987,0.0,2.0,4,1314,6,672,0.0,691,3,1987,3,14303,91.0,554.0,36,5,8,1986,0.0,16,16,16.0,301500
1325,1093.0,3.0,4,1173,6,138,0.0,983,2,2418,3,10542,96.0,651.0,154,5,7,1311,0.0,17,16,17.0,341000
1314,0.0,2.0,1,904,6,410,0.0,626,2,1314,3,5063,34.0,166.0,62,5,7,1314,0.0,3,2,2.0,207500
970,739.0,3.0,1,0,1,970,0.0,380,1,1709,3,2522,24.0,50.0,40,5,7,970,0.0,6,6,6.0,137500
672,546.0,3.0,1,0,1,672,0.0,0,0,1218,2,1680,21.0,236.0,0,5,6,672,0.0,39,39,0.0,91500
1440,1440.0,8.0,1,256,2,1184,0.0,0,0,3395,1,10896,60.0,0.0,110,7,6,1440,0.0,96,15,0.0,200000
1200,0.0,3.0,4,1200,6,0,0.0,0,0,1200,2,10800,60.0,0.0,0,5,5,1200,0.0,23,22,0.0,179000
912,0.0,2.0,1,111,4,522,0.0,297,3,912,2,7535,70.0,0.0,285,7,5,912,0.0,52,25,52.0,120000
2444,1872.0,4.0,4,1455,6,989,0.0,832,3,4316,4,21535,104.0,1170.0,50,6,10,2444,382.0,16,15,16.0,755000
856,854.0,3.0,1,706,6,150,0.0,548,2,1710,3,8450,65.0,196.0,61,5,7,856,0.0,7,7,7.0,208500
1234,1140.0,4.0,1,0,1,1181,0.0,656,3,2374,4,11999,93.0,340.0,100,5,8,1181,0.0,7,6,7.0,285000
860,704.0,3.0,1,275,3,429,0.0,234,1,1564,1,12000,75.0,0.0,0,7,7,704,0.0,69,60,69.0,174500
1466,0.0,3.0,1,176,1,1290,0.0,528,3,1466,1,17755,134.0,132.0,140,4,5,1466,0.0,51,51,51.0,149900
1383,0.0,3.0,1,565,3,818,0.0,292,1,1383,2,11600,80.0,175.0,45,5,6,1383,0.0,50,50,50.0,145250
1535,0.0,4.0,0,0,0,0,0.0,410,1,1535,2,7018,64.0,0.0,0,5,5,0,0.0,31,31,31.0,118964
990,0.0,3.0,1,716,5,274,0.0,576,1,990,2,13568,43.0,0.0,0,5,5,990,0.0,15,15,14.0,156000
918,728.0,4.0,1,364,3,554,0.0,240,1,1646,2,7128,53.0,0.0,0,5,7,918,0.0,69,60,69.0,164000
908,1020.0,4.0,1,0,1,1020,0.0,440,1,1928,1,9142,69.0,0.0,60,8,6,1020,0.0,100,60,100.0,137000
1040,685.0,3.0,1,315,6,114,0.0,550,2,1725,2,11584,80.0,96.0,88,6,7,539,0.0,31,31,31.0,197000
2129,743.0,4.0,1,700,6,983,0.0,541,3,2872,3,10678,85.0,337.0,33,5,8,1683,0.0,18,10,18.0,285000
1092,1020.0,4.0,2,500,5,176,0.0,576,1,2112,2,11075,85.0,0.0,0,5,6,952,0.0,41,41,41.0,206900
757,567.0,3.0,1,672,4,0,0.0,240,1,1324,2,6000,50.0,0.0,0,6,4,672,0.0,74,60,74.0,128000
520,600.0,2.0,1,0,1,600,0.0,480,2,1200,3,3180,30.0,0.0,166,5,7,600,0.0,5,5,5.0,144152
672,672.0,3.0,1,456,3,216,0.0,468,1,1344,2,10690,59.0,0.0,128,7,5,672,0.0,90,13,46.0,147000
840,828.0,3.0,1,0,1,840,0.0,500,2,1668,3,11317,72.0,101.0,68,5,7,840,0.0,7,7,7.0,180000
1040,0.0,2.0,0,0,0,0,0.0,400,1,1040,2,8544,60.0,0.0,0,4,3,0,0.0,60,60,61.0,93500
900,0.0,3.0,2,234,1,180,0.0,576,1,900,3,7200,60.0,0.0,32,7,5,900,0.0,59,10,5.0,134800
1559,0.0,3.0,1,338,3,1221,0.0,812,1,1559,2,8100,90.0,0.0,116,6,5,1559,0.0,62,37,62.0,153500
948,0.0,3.0,1,492,5,372,0.0,248,1,948,2,10215,75.0,132.0,0,5,4,864,0.0,56,56,56.0,111000
923,0.0,2.0,1,543,4,261,0.0,264,2,923,2,8012,50.0,0.0,0,5,6,923,0.0,30,30,30.0,143000
1552,0.0,3.0,3,24,6,1528,0.0,782,1,1552,3,10084,84.0,196.0,20,5,7,1552,0.0,5,4,5.0,212900
961,0.0,3.0,1,216,5,540,0.0,642,1,1717,3,9550,60.0,0.0,35,5,7,756,0.0,95,40,12.0,140000
1721,0.0,3.0,1,570,3,891,0.0,440,2,1721,2,10335,78.0,0.0,96,6,5,1461,0.0,42,17,42.0,180000
483,504.0,2.0,1,330,4,153,0.0,264,1,987,2,1680,21.0,158.0,0,5,6,483,0.0,37,37,37.0,100000
1200,0.0,3.0,1,334,5,322,0.0,521,2,1200,3,11249,105.0,0.0,26,5,6,1200,0.0,15,15,15.0,177500
1148,568.0,3.0,1,292,2,476,0.0,281,1,1716,2,11409,60.0,0.0,0,4,5,768,0.0,61,2,61.0,131000
894,0.0,3.0,1,553,6,224,0.0,336,1,894,2,8450,65.0,0.0,144,8,5,894,416.0,45,1,37.0,138500
1771,0.0,3.0,0,0,0,0,0.0,336,1,1771,2,21750,100.0,75.0,0,4,5,0,0.0,50,4,50.0,115000
1173,0.0,3.0,4,885,6,0,0.0,528,2,1173,3,10625,85.0,81.0,120,6,7,1053,0.0,36,36,36.0,170000
1287,0.0,3.0,1,72,5,733,0.0,576,3,1287,3,9830,69.0,0.0,17,7,5,1063,364.0,51,4,13.0,162000
1382,0.0,3.0,1,547,3,504,0.0,459,1,1382,2,11235,75.0,51.0,82,5,4,1051,0.0,47,31,36.0,148000
1214,1306.0,4.0,1,565,6,638,0.0,721,1,2520,3,9950,82.0,290.0,114,5,7,1203,0.0,15,15,15.0,290000
1215,0.0,3.0,1,585,3,630,0.0,297,1,1215,2,12400,66.0,176.0,0,7,6,1215,0.0,52,12,52.0,155000
1203,1323.0,4.0,1,740,6,425,0.0,844,1,2526,3,10120,92.0,391.0,78,5,8,1165,0.0,16,16,16.0,290000
600,600.0,2.0,1,0,1,600,0.0,480,2,1200,3,3182,30.0,0.0,172,5,7,600,0.0,6,5,6.0,151000
1728,0.0,4.0,1,1606,5,122,0.0,560,1,1728,2,9297,63.0,0.0,0,5,5,1728,0.0,34,34,34.0,188000
902,808.0,3.0,1,0,1,576,0.0,480,1,1710,2,10300,50.0,0.0,11,6,7,576,0.0,89,60,20.0,140000
1407,985.0,3.0,1,1074,6,322,0.0,870,3,2392,3,9452,82.0,423.0,70,5,8,1396,0.0,13,12,13.0,348000
1014,730.0,3.0,1,402,4,594,0.0,457,2,1744,3,9453,69.0,0.0,70,7,7,996,0.0,17,7,17.0,194500
822,843.0,3.0,1,0,1,813,0.0,562,2,1665,3,8125,65.0,0.0,0,6,7,813,0.0,3,3,3.0,205950
1282,1414.0,4.0,3,984,6,280,0.0,792,1,2696,4,9965,77.0,220.0,184,5,7,1264,0.0,3,3,3.0,383970
864,0.0,3.0,1,616,5,248,0.0,528,1,864,2,9000,60.0,0.0,0,6,4,864,0.0,39,39,36.0,120500
672,0.0,2.0,1,344,3,328,0.0,234,1,672,2,9340,50.0,0.0,113,6,4,672,0.0,69,60,69.0,113000
1320,0.0,3.0,3,328,2,285,0.0,564,1,1320,2,11777,96.0,97.0,68,6,5,1164,0.0,44,44,44.0,164500
958,0.0,2.0,1,120,5,958,0.0,440,2,958,2,4928,69.0,0.0,205,5,6,1078,0.0,34,34,33.0,128000
1710,0.0,3.0,2,0,1,1710,0.0,550,1,1710,3,12118,43.0,108.0,48,5,7,1710,0.0,6,5,6.0,240000
1265,0.0,3.0,4,633,5,586,0.0,502,2,1265,3,9350,85.0,0.0,92,8,5,1219,0.0,45,11,45.0,179900
1456,0.0,2.0,4,0,1,1273,0.0,400,3,1456,3,3196,69.0,40.0,20,5,8,1273,143.0,7,7,7.0,215000
1067,472.0,3.0,1,0,1,927,0.0,576,1,1539,2,6120,51.0,0.0,0,6,5,927,0.0,74,60,15.0,141500
1959,0.0,5.0,1,0,1,1907,0.0,766,1,1959,2,11070,82.0,70.0,0,5,7,1907,0.0,22,21,21.0,171000
1008,0.0,4.0,1,0,1,1008,138.0,0,0,1522,2,6000,60.0,0.0,0,5,5,1008,0.0,84,60,0.0,102000
1124,0.0,3.0,0,0,0,0,190.0,0,0,1124,2,8335,77.0,0.0,36,5,5,0,0.0,56,56,0.0,93000
1107,983.0,3.0,2,859,5,216,0.0,484,1,2090,2,10382,69.0,240.0,204,6,7,1107,0.0,37,37,37.0,200000
1214,0.0,2.0,1,698,5,420,0.0,461,1,1214,2,9170,70.0,0.0,0,7,5,1214,0.0,45,45,45.0,140000
1779,0.0,3.0,2,306,5,372,0.0,454,1,1779,2,17920,102.0,0.0,418,4,5,1763,0.0,55,36,55.0,170000
1629,0.0,3.0,3,1300,6,316,0.0,808,3,1629,3,14536,85.0,236.0,252,5,8,1616,0.0,8,7,8.0,270000
1554,0.0,2.0,2,24,6,1530,0.0,627,2,1554,3,4590,34.0,108.0,73,5,8,1554,0.0,4,4,4.0,209500
993,1243.0,4.0,1,0,1,964,0.0,642,3,2236,3,13006,69.0,285.0,0,5,7,964,0.0,13,13,13.0,222000
796,0.0,2.0,1,0,1,796,0.0,0,0,796,2,3636,40.0,0.0,0,4,4,796,0.0,88,60,0.0,55000
840,840.0,3.0,1,0,1,840,0.0,308,1,1680,2,15576,63.0,0.0,0,7,6,840,0.0,95,34,50.0,177000
848,0.0,1.0,3,686,6,162,0.0,420,3,848,3,4435,37.0,170.0,0,5,6,848,140.0,7,7,7.0,136500
1142,0.0,3.0,1,874,5,268,0.0,528,3,1142,2,4224,44.0,0.0,90,5,5,1142,0.0,34,34,34.0,134000
1252,0.0,1.0,4,429,4,93,0.0,564,2,1252,2,13500,69.0,0.0,0,7,6,1602,0.0,50,35,50.0,235000
1684,0.0,2.0,1,28,6,1656,0.0,564,2,1684,4,8849,63.0,616.0,72,5,9,1684,0.0,5,5,5.0,266000
2000,0.0,3.0,1,1464,6,536,0.0,888,1,2000,3,10386,80.0,246.0,0,5,8,2000,0.0,6,5,6.0,305900
1616,0.0,3.0,3,0,1,1616,0.0,834,2,1616,3,8688,73.0,228.0,59,5,7,1616,0.0,5,5,5.0,232000
1299,573.0,3.0,3,990,6,309,0.0,531,2,1872,4,11885,69.0,108.0,122,5,8,1299,0.0,9,9,9.0,261500
1042,534.0,3.0,1,0,1,1042,0.0,225,1,1576,2,6240,52.0,0.0,0,6,5,1042,0.0,82,60,82.0,149000
1175,807.0,3.0,3,421,6,386,0.0,575,1,1982,3,11287,82.0,340.0,84,6,7,807,0.0,21,21,21.0,228500
988,0.0,3.0,1,534,4,246,0.0,276,1,988,2,7200,60.0,0.0,80,7,5,876,0.0,60,60,60.0,119000
1844,0.0,2.0,1,976,6,868,0.0,620,3,1844,3,10994,88.0,366.0,44,5,8,1844,0.0,5,4,5.0,257000
1258,0.0,3.0,1,656,5,602,0.0,528,1,1258,3,11040,80.0,144.0,0,7,6,1258,0.0,39,6,39.0,145000
1288,0.0,1.0,1,786,6,474,0.0,500,3,1288,4,14963,38.0,0.0,30,5,8,1260,0.0,14,14,14.0,245500
1634,0.0,3.0,1,0,1,1626,0.0,866,1,1634,3,11428,98.0,248.0,44,5,8,1626,0.0,4,4,4.0,250000
855,0.0,3.0,1,257,5,103,0.0,440,1,1322,2,2308,24.0,0.0,0,5,6,855,0.0,36,36,36.0,147000
707,707.0,3.0,3,0,1,707,0.0,403,3,1414,3,9056,74.0,0.0,35,5,8,707,0.0,6,6,6.0,178000
1504,0.0,3.0,4,690,6,814,0.0,478,3,1504,3,11883,73.0,196.0,66,5,7,1504,0.0,14,14,14.0,203000
1670,0.0,3.0,1,0,1,1670,0.0,690,2,1670,3,14859,50.0,27.0,60,5,7,1670,0.0,4,4,4.0,240000
